Handle,GeeksForGeeksHandle,CodeforcesHandle,LeetCodeHandle,CodeChefHandle,HackerRankHandle,GeeksForGeeksURLExists,CodeforcesURLExists,LeetCodeURLExists,CodeChefURLExists,HackerRankURLExists
21R01A6732,21r01a6732,CMRIT25_21R01A6732,21R01A6732,r01a6732,21R01A6732,True,True,True,True,True
21R01A6734,21r01a6734,CMRIT25_21R01A6734,21R01A6734,r01a6734,21R01A6734,True,True,True,True,True
21R01A6737,21r01a6737,CMRIT25_21R01A6737,bhavana_6737,bhavana_6737,21R01A6737,True,True,True,True,True
21R01A6738,m_keerthi15,CMRIT25_21r01a6738,m_keerthi15,m_keerthi15,21r01a6738,True,True,True,True,True
21R01A6739,21r01ali3f,21r01a6739,21r01a6739,ali39,21R01A6739,True,True,True,False,True
21R01A6742,#N/A,CMRIT25_21R01A6742,#N/A,manichandana20,21R01A6742,False,False,False,True,True
21R01A6743,nethaji_43,CMRIT25_21R01A6743,nethaji_43,nethaji_43,nethaji_43,True,True,True,True,True
21R01A6745,#N/A,21R01A6745_CMRIT25,#N/A,Sanjana81,#N/A,False,True,False,True,False
21R01A6746,21R01A6746,CMRIT25_21R01A6746,21R01A6746,p21r01a6746,21R01A6746,True,True,True,True,True
21R01A6750,Shivabalajvywn,shivabalajirongala,Shivabalaji,shivabalaji96,21R01A6750shiva,True,True,True,True,True
21R01A6751,21r01adg38,CMRIT_21r01a6751,21R01A6751,pravallika45,21r01a6751,True,False,True,True,True
21R01A6752,21R01A6752,CMRIT25_21R01A6752,Snehitha_siddi,Snehitha_siddi,21r01a6752,True,True,True,True,True
21R01A6755,21r01a1ol4,21r01a6755,21r01a6755,lalithya23,21r01a6755,True,True,True,True,True
21R01A6756,21r01a6756,CMRIT25_21R01A6756,vyshnavi-04,r01a6756,21r01a6756,True,True,True,True,True
21R01A6758,21r01a6758,CMRIT25_21R01A6758,nandhu2304,nandhu2304,21R01A6758,True,True,True,True,True
21R01A6760,abhii_05,cmrit25_21r01a6760,abhii_05,abhii_05,21r01a6760,True,True,True,True,True
21R01A6761,ganesh_61,CMRIT25_21R01A6761,ganesh_61,ganesh_61,21R01A6761,True,True,True,True,True
21R01A6762,21r01a6762,#N/A,#N/A,s21r01a6762,21r01a6762,True,False,False,True,True
21R01A6763,srija_reddie16,CMRIT25_21R01A6763,srija_reddie16,srija_reddie16,21r01a6763,True,True,True,True,True
21R01A6764,21r01a6764,CMRIT25_21r01a6764,21r01a6764,vyshnavi6764,21r01a6764,True,True,True,True,True
21R01A6765,21R01A6765,CMRIT25_21R01A6765,21r01a6765,h21r01a6765,21r01a6765,True,True,True,True,True
21R01A6766,21r01a6766,CMRIT25_21R01A6766,srinidhi_12,jerry1002,21r01a6766,True,True,True,True,True
21R01A6768,21r01a5k5x,21R01A6768,Shruthi_40,ballishruthi4,21R01A6768,True,True,True,True,True
21R01A6769,21r01a6769gfg,CMRIT25_21R01A6769,21R01A6769lt,bandarimahesh,21r01a67691,True,True,True,True,True
21R01A6772,21r01axoew,CMRIT25_21R01A6772,21R01A6772,cmr_21r01a6772,21r01a6772,True,True,True,True,True
21R01A6773,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6775,21r01a6775,CMRIT25_21R01A6775,21R01A6775,cmr_21r016775,21r01a6775,True,True,True,True,True
21R01A6776,21R01A6776,CMRIT25_21R01A6776,21R01A6776,rajesh6776,21R01A6776,True,True,True,True,True
21R01A6777,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6780,#N/A,21R01A6780,#N/A,21R01A6780,#N/A,False,True,False,False,False
21R01A6781,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6782,manikcmrit,CMRIT25_21R01A6782,manikcmrit,r01a6782manik,21r01a6782,True,True,True,True,True
21R01A6783,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6784,21r01alwlk,21r01a6784_varshith,21r01a6784,r01a6784,21r01a6784,True,True,True,True,True
21R01A6785,#N/A,21r01a6785,21r01a6785,m21r01a6785,21r01a6785,False,True,True,True,True
21R01A6786,21r01a6786,Cmrit25_21r01a6786,21r01a6786,premsai1029,21r01a6786,True,True,True,True,True
21R01A6787,21r01amgdp,21r01a6787,21R01A6787,cmr_21r01a6787,21r01a6787,True,True,True,True,True
21R01A6788,6788_cmrit25,21r01a6788,21r01a6788,r01a6788,21r01a6788,True,True,True,True,True
21R01A6790,21R01A6790,21R01A6790,Tagore,21R01A6790,21R01A6790,True,True,True,False,True
21R01A6793,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A6795,upendra456,CMRIT25_21r01a6795,upendra456,upendra456,21r01a6795,True,True,True,True,True
21R01A6796,21r01a6796,21r01a6796,21r01a6796,jukantisoumya9,21r01a6796,True,True,True,True,True
21R01A6797,21r01alizy,CMRIT25_21R01A6797,bhagirao,bhagirathrao,21r01a6797,True,True,True,True,True
21R01A6798,21r01a6798,21R01A6798,vandana_27,vandana2702,21r01a67981,True,True,True,True,True
21R01A67A0,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A67A4,21r01a67a4,CMRIT25_21R01A67A4,meghana_939,meghana_939,21r01a67a4,True,True,True,True,True
21R01A67A6,21r01a67a6,CMRIT25_21R01A67A6,21r01a67a6,r01a67a6,21r01a67a6,True,True,True,True,True
21R01A67A7,21r01a59yv,CMRIT25_21R01A67A7,21r01a67a7,s_21r01a67a7,21r01a67a7,True,True,True,True,True
21R01A67A8,21r01apfut,CMRIT25_21R01A67A8,21r01a67a8,s21r01a67a8,21r01a67a8,True,True,True,True,True
21R01A67B1,21r01ari5z,CMRIT25_21R01A67B1,21r01a67b1,cmr_21r01a67b1,21r01a67b1,True,True,True,True,True
21R01A67B2,21r01awke4,21R01A67B2,21R01A67B2,harsha67b2,21r01a67b2,True,True,True,True,True
21R01A67B3,21r01a67b3,cmrit25_21r01a67b3,21r01a67b3,cmr_21r01a67b3,21r01a67b3,True,True,True,True,True
21R01A67B4,21r01a67b4,r01a67b4,pokalanandini2,r01a67b4,pokalanandini2,True,True,True,True,True
21R01A67B5,21r01a2k2z,21r01a67b5,21r01a67b5,cmr21r01a67b5,21r01a67b5,True,True,True,True,True
21R01A67B6,21r01a67b6,CMRIT25_21R01A67B6,21R01A67B6,a_21r01a67b6,21r01a67b6,True,True,True,True,True
21R01A67B7,21r01a67b7,CMRIT25_21R01A67B7,21R01A67B7,harshith1753,21r01a67b7,True,True,True,True,True
21R01A67B8,21r01a67b8,21r01a67b8,21R01A67B8,cmr_21r01a67b8,21r01a67b8,True,True,True,True,True
21R01A67B9,21r01a67b9,CMRIT25_21R01A67B9,divya_411,divya68,21r01a67b9,True,True,True,True,True
21R01A67C0,21r01a67c0,CMRIT25_21R01A67C0,21r01a67c0,r01a67c0,21r01a67c0,True,True,True,True,True
21R01A67C2,21r01a67c2,CMRIT25_21R01A67C2,21R01A67C2,shreeya72,21r01a67c2,True,True,True,True,True
21R01A67C5,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A67C6,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A67D0,21r01abd8o,#N/A,21r01a67d0,h21r01a67d0,#N/A,True,False,True,True,False
21R01A67D1,21r01alsjb,21r01a67d1,neha_ankush26,neha_ankush,21r01a67d1,True,True,True,True,True
21R01A67D3,cmrit_21r01a67d3,CMRIT25_21R01A67D3,cmrit_21R01A67D3,cmrit_21r01a67d3,cmrit_21R01A67D3,True,True,True,False,True
21R01A67D4,21r01a67d4,CMRIT25_21R01A67D4,21r01a67d4,cmr_21r01a67d4,21r01a67d4,True,True,True,False,True
21R01A67D5,cmr_21r01a67d5,CMRIT25_21R01A67D5,cmr_21r01a67d5,cmr_21r01a67d5,cmr_21r01a67d5,True,True,False,True,True
21R01A67D6,21r01a67d6,21r01a67d6,21r01a67d6,meghana_85,21r01a67d6,True,True,True,True,True
21R01A67D8,21r01a67d8,21R01A67D8,21r01a67d8,deekshitha2k4,21R01A67D8,True,True,True,True,True
21R01A67D9,#N/A,CMRIT25_21R01A67D9,#N/A,#N/A,#N/A,False,True,False,False,False
21R01A67E1,21r01aswcv,mounika_goda,21r01a67e1,mounika_goda,21r01a67e1,True,True,True,True,True
21R01A67E2,21r01a67e2,CMRIT25_21R01A67E2,21R01A67E2,raghavendra24,21r01a67e2,True,True,True,True,True
21R01A67E3,gstejuc40,CMRIT25_21R01A67E3,21R01A67E3,cmr_21r01a67e3,21r01a67e3,True,True,True,True,True
21R01A67E4,ganeshe4,Ganesh_CSD,ganeshE4,Cmr_21r01a67e4,21r01a67e4,True,True,True,False,True
21R01A67E5,21r01aqkmg,rashmitha54,rashmitha54,#N/A,21r01a67e5cmritonline.ac.in,True,True,True,False,True
21R01A67E6,21r01a67e6,CMRIT25_21R01A67E6,21r01a67e6,r_21r01a67e6,21R01A67E6,True,True,True,True,True
21R01A67E7,21r01aecx4,ajit_04,21R01A67E7,hamilpurajit,21r01a67e7,True,True,True,True,True
21R01A67E8,21r01a67e8,21r01a67e8,21r01a67e8,joseph1820,21r01a67e8,True,True,True,True,True
21R01A67F0,21r01a67fo,21r01a67f0,21r01a67f0,harish_52,21r01a67f0,True,True,True,True,True
21R01A67F1,21r01a67f1,CMRIT25_21R01A67F1,Kishore66,Kishore66,21r01a67f1,True,True,True,True,True
21R01A67F2,21r01a67f2,CMRIT25_21R01A67F2,21r01a67f2,micheal07,21r01a67f2,True,True,True,True,True
21R01A67F3,21r01a67f3,21R01A67F3,21R01A67F3,rithish81,21r01a67f3,True,True,True,True,True
21R01A67F4,21r01a67f4,CMRIT25_21R01A67F4,21r01a67f4,d21r01a67f4,21r01a67f4,True,True,True,True,True
21R01A67F5,CMRIT25_21R01A67F5,CMRIT25_21R01A67F5,CMRIT25_21R01A67F5,cmr21r01a67f5,21r01a67f5,True,False,False,True,True
21R01A67F6,21r01a67f6,21r01a67f6,Akshaj06,cmr_21r01a67f6,21r01a67f6,True,True,True,True,True
21R01A67F7,21r01a67f7,CMRIT25__21r01a67f7,21r01a67f7,s_21r01a67f7,21r01a67f7,True,True,True,False,True
21R01A67F8,21r01a67f8,cmrit_21r01a67f8,Sathwikakoduri,sathwikakoduri,21r01a67f8,True,True,True,True,True
21R01A67F9,21r01a67f9,CMRIT25_21R01A67F9,karthikf9,karthikf9,21r01a67f9,True,True,True,True,True
21R01A67G0,21r01a67g0,CMRIT25_21R01A67G0,21r01a67g0,cmr_21r01a67g0,21r01a67g0,True,True,True,True,True
21R01A67G1,21r01a67g1_harishh,CMRIT25_21R01A67G1,21r01a67g1,harish_1333,21r01a67g1,True,True,True,True,True
21R01A67G2,21r01a67g2,21r01a67g2,21r01a67g2,cmr_21r01a67g2,21r01a67g2,True,True,True,True,True
21R01A67G3,mayaanambiar,CMRIT25_21R01A67G3,maya_g3,maya_g3,21R01A67G3,True,True,True,True,True
21R01A67G4,#N/A,21R01A67G4,rasagna_2004,Rasagna_69,21R01A67G4,False,False,True,True,True
21R01A67G8,21r01a67g8,21r01a67g8,21r01a67g8,noor_g8,21r01a67g8,True,True,True,True,True
21R01A67G9,21r01a67g9,CMRIT25_21R01A67G9,narendra_3,narendra3,21r01a67g9,True,True,True,True,True
21R01A67H0,21r01a67h0,21r01a67h0,21r01a67h0,rahul_1304,21r01a67h0,True,True,True,True,True
21R01A67H1,Chaitanya,CMRIT25_21R01A67H1,Chaitanya_4441,chaitanya_4441,Chaitanya,True,True,True,False,True
21R01A67H2,21r01a67h2,#N/A,21R01A67H2,mamatha1310,21r01a67h2,True,False,True,True,True
21R01A67H3,21r01a67h3,21r01a67h3,21r01a67h3,21r01a67h3,21r01a67h3,True,True,True,False,True
21R01A67H4,21r01acdlh,CMRIT25-21R01A67H4,PRANAY_KUMAR45,pranaykumar45,21r01a67h4,True,True,True,True,True
21R01A67H5,21r01a67h5,cmrit25_21r01a67h5,21r01a67h5,Cmr_21r01a67h5,21r01a67h5,True,True,True,True,True
21R01A67H6,ramana67h6,cmrit25_21r01a67h6,21R01A67H6,ramana67h6,21r01a67h6,True,True,True,True,True
21R01A67H7,21r01a67h7aashreetha,21r01a67h7_aashreetha,21r01a67h7,aashreetha,21r01a67h7,True,True,True,True,True
21R01A67H9,21r01a67h9,CMRIT25_21R01A67H9,21r01a67h9,manaswini18,21r01a67h9,True,True,True,True,True
21R01A67J1,21r01a67j1,21r01a67j1,21r01a67j1,CMR_21r01a67j1,21r01a67j1,True,True,True,False,True
21R01A67J3,21r01a67j3,CMRIT25_21R01A67J3,21r01a67j3,sasaank7,21R01A67J3,True,True,True,True,True
21R01A67J5,anupamasu422g,CMRIT25_21R01A67J5,Anupama_33,anupama_93,21r01a67j5cmritonline.ac.in,True,True,True,True,True
21R01A67J7,manohar7j7,CMRIT25_21R01A67J7,21r01a67j7,cmr_21r01a67j7,21R01A67J7,True,True,True,True,True
21R01A67J8,21r01amz9e,CMRIT25_21R01A67J8,21R01_A67J8,giridhar26,21r01a67j8,True,True,True,True,True
21R01A67K0,21r01a67k0,21r01a67k0,21r01a67k0,r01a67k0,21r01a67k0,True,True,True,True,True
21R01A67K1,21r01asqio,21r01a67k1,anushavempati,cmr_21r01a67k1,21r01a67k1,True,True,True,True,True
21R01A67K3,21r01a67k3,CMRIT25_21R01A67K3,charan_k3,v21r01a67k3,21r01a67k3,True,True,True,True,True
21R01A67K4,21r01a67k4,21r01a67k4_vishnu,21r01a67k4,vishnu_a67k4,21r01a67k4,True,True,True,True,True
22R05A6703,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
22R05A6704,#N/A,#N/A,#N/A,cmr_22r05a6704,#N/A,False,False,False,True,False
22R05A6711,22r05au3o1,CMRIT25_22R05A6711,22r05a6711,abhilash031,22r05a6711,True,True,True,True,True
22R05A6713,22r05a6713,22r05a6713,22r05a6713,b22r05a6713,22r05a6713,True,True,True,True,True
22R05A6715,22r05a6715,CMRIT_22R05a6715,22r05a6715,bhavana6715,22R05A6715,True,True,True,True,True
22R05A6716,22r05a6716,CMRIT25_22r05a6716,22r05a6716,rajashekar_67,22r05a6716,True,True,True,True,True
22R05A6719,22r05a6719,#N/A,22r05a6719,prashanth0023,22r05a6719,True,False,True,True,True
22R05A6720,22r05a6720,srilaxmi20,Srilaxmi20,srilaxmi20,22r05a6720,True,False,False,True,True
22R05A6705,DharavathShekar,#N/A,Dharavathshekar,DharavathShekar,#N/A,True,False,False,False,False
21R01A0405,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A0406,21r01a0406,#N/A,21r01a0406,21r01a0406,21r01a0406,True,False,True,False,True
21R01A0409,#N/A,CMRIT25_21R01A0409,#N/A,cmr21r01a0409,21r01a0409,False,True,False,True,True
21R01A0410,21R01A0410,21r01a0410,21R01A0410,shivani_0410,21r01a0410,True,True,True,True,True
21R01A0413,21r01a0413,CMRIT25_21r01a0413,21r01a0413,anushaanu123,21R01A0413,True,True,True,True,True
21R01A0416,shashank416,cmrit25_21r01a0416,Shashankgurram03,gshashank416,21r01a0416,True,True,True,True,True
21R01A0417,21r01a0417,Cmrit25_21r01a0417,21r01a0417,hanumanth4410,21R01A0417,True,True,True,True,True
21R01A0418,jampuladinesh,Cmr_21r01a0418,jampuladinesh,cmr_21r01a0418,21r01a0418,True,False,True,False,True
21R01A0419,21r01a0419,CMRIT25_21R01A0419,21R01A0419,ganesh0_2,21r01a0419,True,True,True,True,True
21R01A0420,21r01a0420,21r01a0420,21r01a0420,cmr_21r01a0420,21r01a0420,True,True,True,True,True
21R01A0421,21r01a0421,CMRIT25_21R01A0421,vijay_kumar946,vijay421,21r01a0421,True,True,True,True,True
21R01A0423,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A0424,21r01ajzzz,CMRIT25_21R01A0424,21r01a0424,sravani2k23,21r01a0424,True,True,True,True,True
21R01A0425,21r01a0425,CMRIT25_21R01A0425,21r01a0425,cmr_21r01a0425,21r01a0425,True,True,True,True,True
21R01A0428,21r01a0428,cmrit_21r01a0428,21r01a0428,prasad428,21r01a0428,True,True,True,True,True
21R01A0430,21r01a0430,Cmrit_25_21r01a0430,Lahari_1234,laharika_30,21r01a0430,True,True,True,True,True
21R01A0431,Narendharreddy,21r01a0431,Narendharreddy431,Narendharreddy431,21R01A0431,True,False,False,False,True
21R01A0434,21r01aipro,CMRIT25_21r01a0434,21r01a0434,akshu66,21r01a0434,True,True,True,True,True
21R01A0435,CMRIT_21R01A0435,#N/A,CMRIT_21R01A0435,cmr_21r01a0435,CMRIT_21R01A0435,True,False,True,True,True
21R01A0439,21r01a0439,21r01a0439,21r01a0439,ekta21r01a0439,21R01A0439,True,True,True,True,True
21R01A0440,21r01auz8t,CMRIT25_21R01A0440,21r01a0440,chanduja_21r01,21r01a0440,True,True,True,True,True
21R01A0441,21r01a0441,21r01a0441,21r01a0441,sunil441,21r01a0441,True,True,True,True,True
21R01A0442,21r01ajkzc,21r01a0442,21r01a0442,Cmr_21r01a0442,21r01a0442,True,True,True,True,True
21R01A0443,21R01A0443,Udaykiran,Udaykiran,21R01A0443,21R01A0443,True,True,True,False,True
21R01A0444,21r01a0444,21r01a0444,21r01a0444,varshashetti,21r01a0444,True,True,True,True,True
21R01A0446,21r01a0446,akhilperala,21r01a0446,akhilperala,Cmrit_21r01a0446,True,False,True,True,True
21R01A0448,21r01afd3s,21r01a0448,sanjana_0448,cmr21r01a0448,21r01a0448,True,True,True,True,True
21R01A0449,#N/A,21R01A0449,Sumanth_30,sumanth_49,21r01a0449,False,True,True,True,True
21R01A0450,21R01A0450,#N/A,21R01A0450,21R01A0450,21R01A0450,True,False,True,False,True
21R01A0455,21r01aakaq,CMRIT25_21R01A0455,cmr_21r01a0455,cmr_21r01a0455,21r01a0455,True,True,True,True,True
21R01A0456,21r01a0456,CMRIT25_21R01A0456,21R01A0456,anjaneyulu7_4,21r01a0456,True,True,True,True,True
21R01A0458,21r01a0458,prasad58,21R01A0458,prasad71,21r01a0458,True,True,True,True,True
21R01A0460,21r01a0460,21r01a0460,Indhu_24,indhu_24,21r01a0460,True,True,True,True,True
21R01A0461,cmr_21r01a0461,CMRIT25_21R01A0461,cmr_21r01a0461,cmr_21r01a0461,cmr_21r01a0461,True,True,True,True,True
21R01A0463,#N/A,#N/A,21R01A0463,cmr21r01a0463,21r01a0463,False,False,True,False,True
21R01A0464,#N/A,21r01a0464,Bhumika464,bhumika36,21R01A0464,False,True,True,True,True
21R01A0465,shrival0lf0,CMRIT25_21R01A0465,21R01A0465,shrivalli,21R01A0465,True,True,True,True,True
21R01A0466,#N/A,CMRIT25_21R01A0466,#N/A,vyshu_18,#N/A,False,True,False,True,False
21R01A0467,21r01a0467,CMRIT25_21R01A0467,21r01a0467,adithya510,21r01a0467,True,True,True,True,True
21R01A0470,21R01A0470,#N/A,#N/A,21R01A0470,21R01A0470,True,False,False,False,True
21R01A0474,21r01a2ifz,arvind412,Arvind_412,arvind412,chakaliaravind21r01a0474,True,True,True,True,True
21R01A0475,Krupakarreddy,21r01a0475,21r01a0475,Cmr_21r01a0475,21r01a0475,True,True,True,True,True
21R01A0477,21r01av0ay,21r01a0477,21r01a0477,#N/A,DEVARASHETTIVEERABABU21R01A0477,True,True,True,False,True
21R01A0478,21r01a0478,CMRIT25_21R01A0478,21R01A0478,21R01A0478,21R01A0478,True,True,True,False,True
21R01A0479,#N/A,#N/A,cmr_21r01a0479,cmr_21r01a0479,cmr_21r01a0479,False,False,False,True,True
21R01A0481,#N/A,rajkumarcmrit,rajkumarcmrit,rajkumar43,#N/A,False,True,True,True,False
21R01A0482,21R01A0482,#N/A,21R01A0482,#N/A,21R01A0482,True,False,False,False,True
21R01A0483,keerthanasg3,CMRIT25_21R01A0483,keerthana_sg,keerthanasg3,21R01A0483,True,True,True,True,True
21R01A0484,akankshagof5fs,CMRIT25_21R01A0484,akanksha2k23,akanksha2k23,21R01A0484,True,True,True,True,True
21R01A0485,21r01a0485,ramarao_123,21r01a0485,ramarao444,21R01A0485,True,True,True,True,True
21R01A0487,21r01a0487,CMRIT25_21R01A0487,21r01a0487,koushik2004,21r01a0487,True,True,True,True,True
21R01A0489,21r01a0489,21r01a0489,21r01a0489,cmr_21r01a0489,21R01A0489,True,True,True,True,True
21R01A0492,21r01amicz,cmrit25_21r01a0492,21R01A0492,kube21r01a0492,21r01a0492,True,True,True,True,True
21R01A0493,21r01a0493,Cmrit25_21r01a0493,21r01a0493,nand21r01a0493,21r01a0493,True,True,True,True,True
21R01A0494,21R01A0494@vamshi,#N/A,21r01a0494,21R01A0494@vamshi,21R01A0494vamshi,True,False,True,False,True
21R01A0496,21R01A0496,CMRIT25_21R01A0496,Anil496,anil21r01a0496,21R01A0496,True,True,True,True,True
21R01A0498,21r01a0498,CMRIT25_21R01A0498,21r01a0498,samatha_498,21r01a0498,True,True,True,True,True
21R01A04A1,21R01A04A1,Cmrit25_21R01A04A1,cmrit_21r01a04a1,cmr21r01a04a1,21R01A04A1,True,True,True,False,True
21R01A04A2,21r01a04a2,21r01a04a2,21r01a04a2,mahesh_86,21R01A04A2,True,False,True,True,True
21R01A04A3,21r01ag9lb,CMRIT25_21R01A04A3,21r01a04a3,en21r01a04a3,21R01A04A3,True,True,True,True,True
21R01A04A4,21r01agyhu,#N/A,21r01a04a4,raj21r01a04a4,21r01a04a4,True,False,True,True,True
21R01A04A5,21r01a9c40,pavanreddy0423,21r01a04a5,cmr_21r01a04a5,21r01a04a5,True,True,True,True,True
21R01A04A8,21R01A04A8,21R01A04A8,P.Meghana,PettemuMeghana,21R01A04A8,True,True,False,False,True
21R01A04B1,21r01ab5ys,janvipulluri_18,_j21r01a04b1,j21r01a04b1,21r01a04b1,True,True,True,True,True
21R01A04B3,@spandana,21r01a04b3,SpAnDaNa,spandana63,21r01a04b3,True,True,True,True,True
21R01A04B5,21r01a04b5,Cmrit25_21r01a04b5,21r01a04b5,cmr_21r01a04b5,21r01a04b5,True,True,True,True,True
21R01A04B8,21R01A04B8,#N/A,21R01A04B8,21R01A04B8,21R01A04B8,True,False,True,False,True
21R01A04C3,naveen_4c3,21r01a04c3cmritonline,naveen_4c3,naveen_4c3,21r01a04c3,True,True,True,True,True
21R01A04C6,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A04C7,21r01a04c7,CMRIT25_21R01A04C7,bhavani_19,bhavani_92,21R01A04C7,True,True,True,True,True
21R01A04C8,21R01A04C8,CMRIT25_21R01A04C8,Sathvika122,Sathviks2k23,21R01A014C8,True,True,True,False,True
21R01A04D2,21r01a04d2,21r01a04d2,21r01a04d2,akshith4d2,21r01a04d2,True,True,True,True,True
21R01A04D3,#N/A,CMRIT25_21R01A04D3,jhansi2k23,jhansi2k23,21r01a04d3,False,True,True,True,True
21R01A04D6,21r01a04d6,CMRIT25-21R01A04D6,21R01A04D6,sushmitha2k23,21R01A04D6,True,True,True,True,True
21R01A04D7,21R01A04D7,CMRIT25_21R01A04D7,swathi2k23,swathi2k23,21R01A04D7,True,True,True,True,True
21R01A04D8,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A04D9,21r01a04d9,Cmrit25_21r01a04d9,21r01a04d9,bunnyy22,21r01a04d9,True,True,True,True,True
21R01A04E0,21r01a04e0,21r01a04e0,Pavithra,pavithra32,21R01A04E0,True,True,True,True,True
21R01A04E1,#N/A,4.00E+01,4.00E+01,Preethi2k23,4.00E+01,False,False,False,True,True
21R01A04E6,gmuma_16,CMRIT25_21R01A04E6,Gmumamaheswararao,gmuma_16,21R01A04E6,True,True,True,True,True
21R01A04E7,21r01a04e7,CMRIT25_21R01A04E7,cmrit25_21r01a04e7,cmrit_21r01a04e7,21r01a04e7,True,True,True,False,True
21R01A04F0,21r01a04f0,CMRIT25_21R01A04F0,Pradeepthi1207,pradeepthi1207,21r01a04f0,True,True,True,True,True
21R01A04F1,21r01a04f1,CMRIT25_21R01A04F1,chaitanya0721,chaitanya0521,21r01a04f1,True,True,True,True,True
21R01A04F3,21r01a04f3,n21r01a04f3,21r01a04f3,n21r01a04f3,21r01a04f3,True,True,True,True,True
21R01A04F4,21R01A04F4,#N/A,#N/A,#N/A,CMRIT25_21R01A04F4,True,False,False,False,True
21R01A04F6,21r01a04f6,CMRIT25_21R01A04F6,21r01a04f6,pranish_f6,21r01a04f6,True,True,True,True,True
21R01A04F7,21R01A04F7,CMRIT25_21R01A04F7,21R01A04F7,bindu_f7,21r01a04f7,True,True,True,True,True
21R01A04F8,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A04G0,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A04G2,21R01A04G2,CMRIT25_21R01A04G2,K.pranavi,pranavi_27,21r01a04g2,True,False,False,True,True
21R01A04G4,21r01a04g4,CMRIT25_21R01A04G4,21r01a04g4,dhathrija_28,21r01a04g4,True,True,True,True,True
21R01A04G5,21r01a04g5,CMRIT25_21R01A04G5,21R01A04G5,shoiab_786,21r01a04g5,True,True,True,False,True
21R01A04H9,21r01a04h9,CMRIT25_21r01a04h9,21R01A04H9,adithya_h9,21R01A04H9,True,True,True,True,True
21R01A04J0,sharathraju_4j0,cmrit_21r01a04j0,21r01a04j0,sharathraju,21r01a04j0,True,False,True,True,True
21R01A04J8,21r01acwpw,CMRIT25_21R01A04J8,21R01A04J8,nikhil_j8,21r01a04j8,True,True,True,True,True
21R01A04K0,21r01accwe,21r01a04k0,21r01a04k0,manojmikey,21r01a04k0manoj,True,True,True,True,True
21R01A04K1,21r01a04k1,CMRIT_21R01A04K1,21r01a04k1,pranaykumar22,21R01A04K1,True,False,True,True,True
21R01A04K4,21r01a04k4,CMRIT25_21R01A04K4,21r01a04k4,r01a04k4,21r01a04k4,True,True,True,True,True
21R01A04K9,21r01a04k9cmr,CMRIT25_21R01A04K9,21r01a04k9,cmr21r01a04k9,21r01a04k9,True,True,True,True,True
21R01A04L2,#N/A,#N/A,#N/A,#N/A,#N/A,False,False,False,False,False
21R01A04L3,21r01a4l3,CMRIT25_21R01A04L3,21r01a04l3,vamshi56,21R01A04L3,True,True,True,True,True
21R01A04L4,21R01A04L4,Cmrit25_21r01a04l4,21R01A04L4,yella04l4,21r01a04l4,True,True,True,True,True
21R01A04L7,21r01ae5om,21R01A04L7,21r01a04l7,naveenl7,Naveen,True,True,True,True,True
21R01A04L8,21r01awsj7,21R01A04L8,KARTHIKL8,r01a04l8,21r01a04l8,True,True,True,True,True
21R01A04L9,21r01a04l9,21R01A04L9,koushik_04L9,koushik_4l9,CMRIT_21R01A04L9,True,True,True,True,True
21R01A04M0,21R01A04M0,Cmrit25_21r01a04m0,21R01A04M0,vishnu4m0,21R01A04M0,True,True,True,True,True
21R01A04M2,21r01a04m2,CMRIT25_21R01A04M2,21r01a04m2,shashikanth32,21R01A04M2,True,True,True,True,True
21R01A04M3,21r01a04m3,Cmrit-25-21r01a04m3,21r01a04m3,Swetha214m3,21r01a04m3,True,True,True,True,True
21R01A04M5,21R01A04M5,#N/A,21r01a04m5,21r01a04m5,21R01A04M5,True,False,False,False,True
21R01A04M7,21r01ady1w,21r01a04m7,21R01A04M7,cmr_21r01a04m7,21r01a04m7,True,True,True,True,True
21R01A04M9,21r01a7xgj,CMRIT25_21R01A04M9,21R01A04M9_Cmrit,glavanya,21r01a04m9,True,True,True,True,True
21R01A04N1,21r01a05e9,21R01A04N1,cmr_4n1,a21r01a04n1,21R01A04N1,True,True,True,True,True
21R01A04N2,21r01a13i5,CMRIT25_21R01A04N2,21r01a04n2,gouthami13,21r01a04n2,True,True,True,True,True
